activity_nr,reporting_id,state_flag,estab_name,site_address,site_city,site_state,site_zip,owner_type,owner_code,adv_notice,safety_hlth,sic_code,naics_code,insp_type,insp_scope,why_no_insp,union_status,safety_manuf,safety_const,safety_marit,health_manuf,health_const,health_marit,migrant,mail_street,mail_city,mail_state,mail_zip,host_est_key,nr_in_estab,open_date,case_mod_date,close_conf_date,close_case_date,ld_dt
111838363,950615,,GATO-RAMP INC.,808 BEVINS STREET,LAKEPORT,CA,95453,A,0,N,H,3429,0,B,A,,N,,,,X,,,,,,,0,N055    000002406,4,1/2/91,,1/16/91,5/13/91,2011-10-14 16:38:47 EDT
111838371,950615,,NEREO WOODWORKING,6851 STARR RD.,WINDSOR,CA,95492,A,0,N,S,2431,0,B,A,,N,X,,,,,,,,,,0,,2,3/29/91,,4/3/91,5/9/91,2011-10-14 16:38:47 EDT
111838389,950615,,"E & W CONSTRUCTION, INC.",225 SO. HOPE ST.,UKIAH,CA,95482,A,0,N,H,1542,0,H,B,,N,,,,,X,,,P.O. BOX 858,UKIAH,CA,95482,N055    000000750,5,4/30/91,1/22/08,4/30/91,4/30/91,2011-10-14 16:38:47 EDT
111838397,950615,,JOHN R. FOSTER,1101 NORTH RD.,LAYTONVILLE,CA,95454,A,0,N,S,1799,0,B,A,,B,,X,,,,,,"P.O. BOX 806, 46101 HUNTSMAN WAY",LAYTONVILLE,CA,95454,,2,7/2/91,,7/2/91,7/23/91,2011-10-14 16:38:47 EDT
111838405,950615,,JAY D. BAKER,335 HWY ONE,POINT ARENA,CA,95468,A,0,N,S,1611,0,B,A,,B,,X,,,,,,,,,0,,7,9/25/91,,9/25/91,9/25/91,2011-10-14 16:38:47 EDT
111838413,950615,,LANNING STRUCTURES,6565 SODA BAY ROAD,KELSEYVILLE,CA,95451,A,0,N,S,1791,0,I,A,,B,,X,,,,,,18020 SONOMA HWY,BOYES HOT SPRINGS,CA,95416,,2,12/10/91,,12/10/91,2/13/92,2011-10-14 16:38:47 EDT
111838421,950615,,KIT R. LARSEN,20878 STEPHEN STREET,MIDDLETOWN,CA,95461,A,0,N,S,1623,0,B,B,,B,,X,,,,,,7990 A HWY 29,KELSEYVILLE,CA,95451,,20,1/9/91,,1/16/91,1/16/91,2011-10-14 16:38:47 EDT
111838439,950615,,"SACRAMENTO EQUIPMENT MAINTENANCE CO., INC.",915 NO. STATE STREET,UKIAH,CA,95482,A,0,N,S,1799,0,B,A,,B,,X,,,,,,2533 CONNIE DRIVE,SACRAMENTO,CA,95815,,2,1/11/91,,1/14/91,2/20/91,2011-10-14 16:38:47 EDT
111838447,950615,,WESTERN FIBERGLASS,"930 SHILOH ROAD, BLDG. #2",WINDSOR,CA,95492,A,0,N,H,2221,0,B,A,,N,,,,X,,,,,,,0,N055    000002648,25,1/24/91,1/22/08,1/30/91,3/1/91,2011-10-14 16:38:47 EDT
111838454,950615,,REDWOOD COAST TRUCKING,270 HOLLOW TREE ROAD,UKIAH,CA,95482,A,0,N,S,4212,0,A,B,,N,X,,,,,,,2210 SAMOA ROAD,ARCATA,CA,95521,N055    000002936,40,1/18/91,12/31/07,1/24/91,3/6/91,2011-10-14 16:38:47 EDT
111838462,950615,,TEAL CONSTRUCTION,1290 SO. CLOVERDALE BLVD.,CLOVERDALE,CA,95425,A,0,N,S,1623,0,B,A,,B,,X,,,,,,3678 OMEG CIRCLE,RANCHO CORDOVA,CA,95670,,8,1/28/91,,1/29/91,10/17/91,2011-10-14 16:38:47 EDT
111838470,950615,,COBB MOUNTAIN NATURAL SPRING WATER,16771 FOREST LAKE DRIVE,COBB,CA,95426,A,0,N,S,5149,0,B,A,,N,X,,,,,,,P.O. BOX 239,COBB,CA,95426,,24,1/31/91,,2/14/91,5/17/91,2011-10-14 16:38:47 EDT
111838488,950615,,ONE-O-ONE REDWOOD INC.,101 N. MAIN ST.,WILLITS,CA,95490,A,0,N,S,2499,0,A,A,,B,,,,,,,,P.O. BOX 101,WILLITS,CA,95490,,18,2/19/91,,3/19/91,3/19/91,2011-10-14 16:38:47 EDT
111838496,950615,,STIMPLE-WIEBELHAUS,"HWY. 20, RUSSIAN RIVER BRIDGE",UKIAH,CA,95482,A,0,N,S,1622,0,B,A,,Y,,X,,,,,,P.O. BOX 492335,REDDING,CA,96049,,5,2/28/91,,3/5/91,3/5/91,2011-10-14 16:38:47 EDT
111838504,950615,,"DALERIO PALLET SHOOK CO., INC.",3501 N. STATE STREET,UKIAH,CA,95482,A,0,N,S,2448,0,B,B,,B,X,,,,,,,P.O. BOX 608,UKIAH,CA,95482,,19,2/20/91,,2/22/91,3/25/91,2011-10-14 16:38:47 EDT
111838512,950615,,LOUISIANA PACIFIC CORP.,850 HOLLOW TREE RD.,UKIAH,CA,95482,A,0,N,S,2421,0,B,B,,N,X,,,,,,,P.O. BOX 120,UKIAH,CA,95482,N055    000003364,70,3/4/91,1/15/08,3/7/91,3/25/91,2011-10-14 16:38:47 EDT
111838520,950615,,COAST AUTO REPAIR,215 CYPRESS STREET,FORT BRAGG,CA,95437,A,0,N,S,7539,0,B,A,,N,,,,,,,,,,,0,N055    000003093,4,3/5/91,1/24/08,3/19/91,3/25/91,2011-10-14 16:38:47 EDT
111838538,950615,,WILL-O-POINT,ONE FIRST ST.,LAKEPORT,CA,95453,A,0,N,H,7011,0,B,A,,B,,,,X,,,,,,,0,,5,3/8/91,,3/12/91,4/30/91,2011-10-14 16:38:47 EDT
111838546,950615,,MICROPHOR INC.,452 E. HILL ROAD,WILLITS,CA,95490,A,0,N,H,3443,0,B,B,,N,,,,,,,,,,,0,N055    000002542,92,3/13/91,,3/19/91,4/11/91,2011-10-14 16:38:47 EDT
111838553,950615,,"DALERIO PALLET SHOOK CO., INC.",3501 N. STATE STREET,UKIAH,CA,95482,A,0,N,S,2448,0,B,B,,B,,,,,,,,P.O. BOX 608,UKIAH,CA,95482,,20,3/22/91,,3/25/91,4/26/91,2011-10-14 16:38:47 EDT
111838561,950615,,RAINER CONBSTRUCTION,7 HIGHLAND DR.,UKIAH,CA,95482,A,0,N,S,1521,0,B,D,I,,,,,,,,,P.O. BOX 664,TALAMAGE,CA,95481,,,3/27/91,,3/27/91,3/27/91,2011-10-14 16:38:47 EDT
111838579,950615,,C.L. MARSHALL INC.,102 SO. STATE ST.,UKIAH,CA,95482,A,0,N,S,1799,0,B,A,,A,,,,,,,,3351 INDUSTRIAL DR.,SANTA ROSA,CA,95401,,2,3/28/91,,3/28/91,3/28/91,2011-10-14 16:38:47 EDT
111838587,950615,,GEORGIA PACIFIC CORP.,90 WEST REDWOOD AVE.,FORT BRAGG,CA,95437,A,0,N,S,2421,0,A,B,,Y,X,,,,,,,,,,0,N055    000001930,635,4/2/91,1/23/08,4/11/91,10/7/91,2011-10-14 16:38:47 EDT
111838595,950615,,CLARK CONSTRUCTION,617 SO. STATE ST.,UKIAH,CA,95482,A,0,N,S,1542,0,B,A,,B,,X,,,,,,P.O. BOX 167,CALPELLA,CA,95418,,2,4/9/91,,4/10/91,6/3/91,2011-10-14 16:38:47 EDT
111838603,950615,,"ROBERT LUCAS CONSTRUCTION, INC",16275 HEALDSBURG AVE.,HEALDSBURG,CA,95448,A,0,N,S,1761,0,B,A,,A,,X,,,,,,P.O. BOX 11731,SANTA ROSA,CA,95406,,4,4/16/91,,4/18/91,4/18/91,2011-10-14 16:38:47 EDT
111838611,950615,,BECK FIRE APPARATUS,1285 SO. CLOVERDALE BLVD.,CLOVERDALE,CA,95425,A,0,N,S,3711,0,B,A,,B,X,,,,,,,P.O. BOX 897,CLOVERDALE,CA,95425,,100,1/17/91,,1/23/91,2/25/91,2011-10-14 16:38:47 EDT
111838629,950615,,SACRAMENTO MUNICIPAL UTILITY DISTRICT (CCPA #1),2500 COLDWATER CREEK RD.,KELSEYVILLE,CA,95451,A,0,N,S,4911,0,B,B,,A,X,,,,,,,P.O. BOX 1250,COBB,CA,95426,,29,9/4/90,,9/11/90,10/10/90,2011-10-14 16:38:47 EDT
111838637,950615,,SAFEWAY INC.,653 SO. STATE ST.,UKIAH,CA,95482,A,0,N,S,5411,0,B,B,,Y,X,,,,,,,,,,0,N055    000001041,100,8/16/90,11/14/07,8/21/90,8/22/90,2011-10-14 16:38:47 EDT
111838645,950615,,AMERICAN UNIPRODUCTS,32100 NORTH HARBOR DR.,FORT BRAGG,CA,95437,A,0,N,S,2092,0,B,A,,B,X,,,,,,,,,,0,,50,8/28/91,,10/3/91,1/21/92,2011-10-14 16:38:47 EDT
111838652,950615,,JONES INTERCABLE,13221 E. HIGHWAY 20,CLEAR LAKE OAKS,CA,95423,A,0,N,H,1731,0,H,B,,N,,,,,X,,,P.O. DRAWER 1180,CLEAR LAKE OAKS,CA,95423,,23,4/17/91,,4/24/91,5/28/91,2011-10-14 16:38:47 EDT
111838660,950615,,BRICK OVEN PIZZA & PASTA,16295 MEADOWS SPRING,COBB,CA,95426,A,0,N,H,5812,0,B,A,,B,,,,X,,,,P.O. BOX 1182,COBB,CA,95426,,2,4/18/91,,4/24/91,5/28/91,2011-10-14 16:38:47 EDT
111838678,950615,,CITY OF UKIAH,1320 AIRPORT RD.,UKIAH,CA,95482,B,0,N,H,4941,0,B,B,,A,,,,,,,,300 SEMINARY AVE.,UKIAH,CA,95482,,23,4/23/91,,4/30/91,4/30/91,2011-10-14 16:38:47 EDT
111838686,950615,,MINNIE CANNON ELEMENTARY SCHOOL,HWY. 29 & WARDLAW,MIDDLETOWN,CA,95461,B,0,N,H,8211,0,B,B,,A,,,,,,,,P.O. BOX 338,MIDDLETOWN,CA,95461,,20,4/24/91,,4/29/91,5/16/91,2011-10-14 16:38:47 EDT
111838694,950615,,WILL-O-POINT,ONE FIRST ST.,LAKEPORT,CA,95453,A,0,N,H,7011,0,F,B,,B,,,,,,,,,,,0,,4,4/29/91,,4/29/91,4/29/91,2011-10-14 16:38:47 EDT
111838702,950615,,VMCI SUPERIOR TRUCK BODIES,7667 CONDE LN.,WINDSOR,CA,95492,A,0,N,S,3711,0,B,B,,N,X,,,,,,,,,,0,N055    000004112,47,5/6/91,1/21/08,5/9/91,6/10/91,2011-10-14 16:38:47 EDT
111838710,950615,,NEREO WOODWORKING,6851 STARR RD.,WINDSOR,CA,95492,A,0,N,S,2431,0,F,A,,N,X,,,,,,,,,,0,,2,5/9/91,,5/9/91,5/9/91,2011-10-14 16:38:47 EDT
111838728,950615,,"WILLIAM F. COLOMBI, INC.",CAMPBELL CREEK AREA,FORT BRAGG,CA,95437,A,0,N,S,4212,0,A,A,,B,X,,,,,,,P.O. BOX 1192,FORT BRAGG,CA,95437,,17,5/13/91,,6/11/91,6/14/91,2011-10-14 16:38:47 EDT
111838736,950615,,"GHILOTTI BROS., INC.",MEM. HWY. 101 PM 4884,WILLITS,CA,95490,A,0,N,S,1629,0,H,A,,A,,X,,,,,,P.O. BOX 320,CALPELLA,CA,95418,,9,5/10/91,,5/10/91,5/10/91,2011-10-14 16:38:47 EDT
111838744,950615,,LOUISIANA PACIFIC CORP.,25500 NO. HWY. 101,WILLITS,CA,95490,A,0,N,S,2421,0,A,B,,B,X,,,,,,,P.O. BOX 610,WILLITS,CA,95490,,79,5/1/91,,5/7/91,5/7/91,2011-10-14 16:38:47 EDT
111838751,950615,,HARWOOD PRODUCTS,"1 MAIN ST., P.O. BOX 224",BRANSCOMB,CA,95417,A,0,N,S,2421,0,A,B,,B,,,,,,,,,,,0,,238,5/15/91,,5/24/91,5/24/91,2011-10-14 16:38:47 EDT
111838769,950615,,JOE P. MOURA CONSTRUCTION,18200 N. HWY. #1,FORT BRAGG,CA,95437,A,0,N,S,1541,0,A,B,,B,,,,,,,,,,,0,,18,5/16/91,,5/23/91,5/23/91,2011-10-14 16:38:47 EDT
111838777,950615,,GEORGIA PACIFIC CORP.,90 WEST REDWOOD AVE.,FORT BRAGG,CA,95437,A,0,N,S,2421,0,A,B,,Y,X,,,,,,,,,,0,N055    000001930,635,5/20/91,1/23/08,5/28/91,5/28/91,2011-10-14 16:38:47 EDT
111838785,950615,,DESIGN WORKS,308 SCHOOL ST.,UKIAH,CA,95482,A,0,N,S,1542,0,B,A,,B,,X,,,,,,1023 W. PERKINS,UKIAH,CA,95482,,1,6/17/91,,6/20/91,6/20/91,2011-10-14 16:38:47 EDT
111838793,950615,,"E & W CONSTRUCTION, INC.",LAKE MENDOCINO BU-SHAY PARK,UKIAH,CA,95482,A,0,N,S,1542,0,H,D,C,B,,X,,,,,,P.O. BOX 858,UKIAH,CA,95482,,,6/17/91,,6/20/91,6/20/91,2011-10-14 16:38:47 EDT
111838801,950615,,NOYO PORT DISTRICT,19101 SOUTH HARBOR DR.,FORT BRAGG,CA,95437,B,0,N,S,4493,0,B,B,,B,,,X,,,,,,,,0,,5,6/24/91,,7/3/91,7/23/91,2011-10-14 16:38:47 EDT
111838819,950615,,"WORK RIGHT PRODUCTS, INC.",4615 WORK RIGHT CIRCLE,LAKEPORT,CA,95453,A,0,N,S,3431,0,B,B,,B,X,,,,,,,,,,0,,82,6/25/91,,7/1/91,7/1/91,2011-10-14 16:38:47 EDT
111838827,950615,,SCOTT CO.,3444 HWY. 20,NICE,CA,95464,A,0,N,S,1799,0,H,A,,B,,X,,,,,,1819 HYMER AVE.,SPARKS,NV,89431,,4,6/25/91,,6/28/91,7/16/91,2011-10-14 16:38:47 EDT
111838835,950615,,PACIFIC BELL,6839 ROSEMONT AVE.,LUCERNE,CA,95458,A,0,N,S,4813,0,A,A,,A,X,,,,,,,300 KUKI RD.,UKIAH,CA,95482,,6,7/1/91,7/14/08,7/12/91,5/18/92,2011-10-14 16:38:47 EDT
111838843,950615,,WALTON ENGINEERING,15010 LAKE SHORE DR.,CLEARLAKE,CA,95422,A,0,N,S,1542,0,A,A,,B,,X,,,,,,837 RISKE LANE,WEST SACRAMENTO,CA,95691,,6,6/28/91,,7/8/91,7/10/91,2011-10-14 16:38:47 EDT
111838850,950615,,RAY'S SENTRY MARKET,1718 S. MAIN ST.,WILLITS,CA,95490,A,0,N,S,5411,0,B,B,,B,X,,,,,,,,,,0,,100,7/11/91,,7/18/91,8/14/91,2011-10-14 16:38:47 EDT
111838868,950615,,DON DOWD CO.,HWY. 101 & GEYSER RD.,CLOVERDALE,CA,95425,A,0,N,S,1623,0,H,B,,B,,X,,,,,,P.O. BOX 14189,SANTA ROSA,CA,95401,,5,7/15/91,,7/15/91,7/15/91,2011-10-14 16:38:47 EDT
111838876,950615,,"JEDD-CO STEEL, INC.",MOUNTAIN HOUSE RD. & FELIZ CREEK,HOPLAND,CA,95449,A,0,N,S,1799,0,H,A,,A,,X,,,,,,1001 OLD REDWOOD HWY.,WINDSOR,CA,95492,,2,7/10/91,,7/11/91,8/9/91,2011-10-14 16:38:47 EDT
111838884,950615,,HARWOOD PRODUCTS,1 MAIN STREET,BRANSCOMB,CA,95417,A,0,N,S,2421,0,A,B,,N,X,,,,,,,P.O. BOX 224,BRANSCOMB,CA,95417,N055    000007467,238,7/16/91,1/23/08,8/12/91,2/28/97,2011-10-14 16:38:47 EDT
111838892,950615,,UKIAH UNIFIED SCHOOL DISTRICT,1000 LOW GAP RD.,UKIAH,CA,95482,B,0,N,S,8211,0,B,B,,Y,X,,,,,,,,,,0,N055    000005416,42,7/23/91,1/21/08,8/6/91,8/6/91,2011-10-14 16:38:47 EDT
111838900,950615,,HARWOOD PRODUCTS,"1 MAIN ST., P.O. BOX 224",BRANSCOMB,CA,95417,A,0,N,S,2421,0,A,B,,N,X,,,,,,,,,,0,,238,7/17/91,,8/29/91,3/17/97,2011-10-14 16:38:47 EDT
111838918,950615,,LOUISIANA PACIFIC CORP.,850 HOLLOW TREE RD.,UKIAH,CA,95482,A,0,N,S,2421,0,B,B,,N,,,,,,,,P.O. BOX 120,UKIAH,CA,95482,N055    000003364,112,7/25/91,1/15/08,8/9/91,8/9/91,2011-10-14 16:38:47 EDT
111838926,950615,,L. FOPPIANO WINERY,12707 OLD REDWOOD HWY.,HEALDSBURG,CA,95448,A,0,N,H,2084,0,B,B,,B,,,,X,,,,P.O. BOX 606,HEALDSBURG,CA,95448,,10,8/1/91,,8/22/91,9/19/91,2011-10-14 16:38:47 EDT
111838934,950615,,APPLIED EARTH SCIENCE,1251 SO. MAIN ST.,WILLITS,CA,95490,A,0,N,S,1794,0,B,D,A,,,X,,,,,,,,,0,,,8/5/91,,8/5/91,8/5/91,2011-10-14 16:38:47 EDT
111838942,950615,,CHOPPIE CHICKEN AND FISH,14868 OLYMPIC DR.,CLEARLAKE,CA,95422,A,0,N,S,5812,0,B,A,,B,,,,,,,,,,,0,,7,8/6/91,,8/9/91,10/4/91,2011-10-14 16:38:47 EDT
111838959,950615,,NORGARD FARMS,381 NORGARD LN.,UKIAH,CA,95482,A,0,N,S,175,0,A,B,,B,X,,,,,,,415 JONES ST.,UKIAH,CA,95482,,55,8/15/91,,8/21/91,11/19/91,2011-10-14 16:38:47 EDT
111838967,950615,,IT CORPORATION,7620 HWY 29,KELSEYVILLE,CA,95451,A,0,N,H,4953,0,B,A,,N,,,,X,,,,P.O. BOX 421,KELSEYVILLE,CA,95451,N055    000006727,10,8/20/91,1/22/08,9/3/91,2/5/92,2011-10-14 16:38:47 EDT
111838975,950615,,BENJAMIN STEEL & PIPE SUPPLY,3400 NORTH STATE STREET,UKIAH,CA,95482,A,0,N,S,5051,0,B,A,,N,X,,,,,,,3400 N. STATE ST.,UKIAH,CA,95482,N055    000005717,12,8/22/91,1/23/08,8/30/91,10/25/91,2011-10-14 16:38:47 EDT
111838983,950615,,"WILSON LOGGING, INC.",CAMPBELL CREEK (SO. FORK OF 10-MILE DRAINAGE),FORT BRAGG,CA,95437,A,0,N,S,2411,0,A,D,I,,X,,,,,,,32751 SIMPSON LN.,FORT BRAGG,CA,95437,,,8/26/91,,8/27/91,8/27/91,2011-10-14 16:38:47 EDT
111838991,950615,,WARM HEART FIREWOOD,1101 NORTH RD.,LAYTONVILLE,CA,95454,A,0,N,H,5099,0,B,D,C,,,,,X,,,,NORTH RD. OFF BRONSCOMB,LAYTONVILLE,CA,95454,,,8/29/91,,11/4/91,11/4/91,2011-10-14 16:38:47 EDT
111839007,950615,,"WILLITS ROOFING, INC.",404 E. PERKINS ST.,UKIAH,CA,95482,A,0,N,S,1761,0,A,D,I,,,X,,,,,,P.O. BOX 244,WILLITS,CA,95490,,,9/9/91,,9/9/91,9/9/91,2011-10-14 16:38:47 EDT
111839015,950615,,MCCONNELL CONSTRUCTION,MADSEN LANE & HOYO RIVER,FORT BRAGG,CA,95437,A,0,N,S,1623,0,H,A,,B,,X,,,,,,P.O. BOX 493,REDDING,CA,96099,,6,9/5/91,,9/10/91,9/10/91,2011-10-14 16:38:47 EDT
111839023,950615,,"POLLOCK & DENICO, INC.",MOUNTAIN HOUSE READY & FELIZ CREEK,HOPLAND,CA,95449,A,0,N,S,1622,0,H,A,,A,,X,,,,,,P.O. BOX 41037,SACRAMENTO,CA,95841,,4,7/9/91,,7/9/91,7/9/91,2011-10-14 16:38:47 EDT
111839031,950615,,E. P. JARRETT FOUNDATION DRILLING CO.,MOUNTAIN HOUSE RD. & FELIZ CREEK,HOPLAND,CA,95449,A,0,N,S,1629,0,H,A,,A,,X,,,,,,1100 SOUTH RIVER RD.,WEST SACRAMENTO,CA,95691,,6,7/9/91,,7/10/91,9/11/91,2011-10-14 16:38:47 EDT
111839049,950615,,LITTLE LAKE TIRE,1 NORTH MAIN ST.,WILLITS,CA,95490,A,0,N,S,1795,0,B,D,I,,,X,,,,,,,,,0,,,7/3/91,,7/3/91,7/3/91,2011-10-14 16:38:47 EDT
111839056,950615,,PACIFIC GAS AND ELECTRIC CO.,35100 COMPTCHE-UKIAH RD.,COMPTCHE,CA,95427,A,0,N,S,4939,0,A,B,,A,X,,,,,,,410 MAIN ST.,FORT BRAGG,CA,95437,,18,6/10/91,,6/11/91,6/19/91,2011-10-14 16:38:47 EDT
111839064,950615,,ARGONAUT CONSTRUCTORS,RAMSEY RD. & BARN VALLEY RD.,CLEARLAKE,CA,95422,A,0,N,S,1794,0,H,A,,A,,X,,,,,,P.O. BOX 639,SANTA ROSA,CA,95402,,9,9/3/91,,9/3/91,9/3/91,2011-10-14 16:38:47 EDT
111839072,950615,,MENDOCINO COUNTY OF PUBLIC WORKS,P.M. 3460 ORR SPRINGS ROAD,UKIAH,CA,95482,B,0,N,S,1611,0,A,B,,B,,X,,,,,,340 LAKE MENDOCINO DRIVE,UKIAH,CA,95482,,100,9/5/91,,10/15/91,6/5/92,2011-10-14 16:38:47 EDT
111839080,950615,,FACTORY PIPE,816 WAUGH,UKIAH,CA,95482,A,0,N,S,3714,0,A,B,,B,,,,,,,,,,,0,,18,9/10/91,,9/26/91,10/21/91,2011-10-14 16:38:47 EDT
111839098,950615,,N & W LOGGING,CROWLEY CREEK AREA,WILLITS,CA,95490,A,0,N,S,2411,0,A,A,,B,X,,,,,,,P. O. BOX 717,LAYTONVILLE,CA,95454,,3,9/12/91,,10/9/91,10/9/91,2011-10-14 16:38:47 EDT
111839106,950615,,"PHILBRICK, INC.",HALES GROVE RD. & USAL CREEK,LEGGETT,CA,95455,A,0,N,S,2411,0,A,A,,B,,,,,,,,32180 AIRPORT RD.,FORT BRAGG,CA,95437,,6,9/11/91,,9/13/91,10/21/91,2011-10-14 16:38:47 EDT
111839114,950615,,LAKE COUNTY-SOCIAL SERVICE DEPT.,1220 MARTIN ST.,LAKEPORT,CA,95453,B,0,N,H,8322,0,B,B,,Y,,,,,,,,P O BOX 190,LAKEPORT,CA,95453,N055    000008943,40,10/2/91,1/15/08,10/2/91,10/2/91,2011-10-14 16:38:47 EDT
111839122,950615,,CHIC CANERY,2155 NASH MILL ROAD,PHILO,CA,95466,A,0,N,S,172,0,C,D,A,,,,,,,,,P O BOX 183,PHILO,CA,95466,N055    000009548,,9/29/94,,9/29/94,10/3/94,2011-10-14 16:38:47 EDT
111839130,950615,,OKERSTEROM LOGGING,SHERWOOD 10 MI WEST OF WILLITS,WILLITS,CA,95490,A,0,N,S,2411,0,B,A,,N,X,,,,,,,1155 SHELL LANE,WILLITS,CA,95490,,25,6/14/94,,6/22/94,6/24/94,2011-10-14 16:38:47 EDT
111839148,950615,,CITY OF POINT ARENA,105 IVERSON AVE.,POINT ARENA,CA,95468,B,0,N,S,9511,0,A,A,,B,X,,,,,,,,,,0,,8,9/25/91,,10/3/91,11/18/91,2011-10-14 16:38:47 EDT
111839155,950615,,GEORGIA PACIFIC CORP.,CAMPBELL CREEK AREA,FORT BRAGG,CA,95437,A,0,N,S,2421,0,A,B,,A,,,,,,,,,,,0,,600,10/9/91,,10/10/91,10/10/91,2011-10-14 16:38:47 EDT
111839163,950615,,ROSS MAYFIELD JR. CO.,3800 NORTH STATE STREET,UKIAH,CA,95482,A,0,N,S,1794,0,B,A,,B,,X,,,,,,P.O. BOX 275,UKIAH,CA,95482,,5,10/10/91,,10/10/91,11/7/91,2011-10-14 16:38:47 EDT
111839171,950615,,UNITED PARCEL SERVICE,259 CHERRY STREET,UKIAH,CA,95482,A,0,N,S,4215,0,A,B,,Y,X,,,,,,,,,,0,,52,10/11/91,,11/1/91,11/1/91,2011-10-14 16:38:47 EDT
111839189,950615,,GEORGIA PACIFIC CORP.,90 WEST REDWOOD AVE.,FORT BRAGG,CA,95437,A,0,N,S,2421,0,A,B,,Y,X,,,,,,,,,,0,N055    000001930,600,10/17/91,1/23/08,12/3/91,7/13/92,2011-10-14 16:38:47 EDT
111839197,950615,,CONTINENTAL MANUFACTURING CO.,360 ORR SPRINGS RD.,UKIAH,CA,95482,A,0,N,H,3494,0,B,B,,B,,,,X,,,,P.O. BOX 789,UKIAH,CA,95482,,13,10/31/91,,11/5/91,11/21/91,2011-10-14 16:38:47 EDT
111839205,950615,,HARDIN ENTERPRISES,HWY. 29 & HARTMAN RD.,MIDDLETOWN,CA,95461,A,0,N,S,9999,0,H,D,A,,,X,,,,,,4500 HARDIN RD.,ST. HELENA,CA,94574,,,11/1/91,,11/1/91,11/1/91,2011-10-14 16:38:47 EDT
111839213,950615,,EPIDENDIC CONSTRUCTION,ANDERSON RANCH PKWY. & HWY. 53,LOWER LAKE,CA,95457,A,0,N,S,1623,0,H,A,,B,,X,,,,,,P.O. BOX 452,LOWER LAKE,CA,95457,,7,11/1/91,,11/1/91,11/1/91,2011-10-14 16:38:47 EDT
111839221,950615,,HARWOOD PRODUCTS,"1 MAIN ST., P.O. BOX 224",BRANSCOMB,CA,95417,A,0,N,S,2421,0,F,B,,B,X,,,,,,,,,,0,,238,11/4/91,,11/4/91,11/4/91,2011-10-14 16:38:47 EDT
111839239,950615,,ARNOLD CONSTRUCTION CO.,5 MI E. OF BREBE CREEK BRIDGE HWY 128,YORKVILLE,CA,95494,A,0,N,S,9999,0,H,D,I,,,X,,,,,,2345 TEASONCE LANE,SANTA ROSA,CA,95401,,,11/7/91,,11/7/91,11/7/91,2011-10-14 16:38:47 EDT
111839247,950615,,DON DOWD CO.,HWY. 1 PM 40.3 TO 48.3,ALBION,CA,95410,A,0,N,S,1611,0,H,A,,B,,X,,,,,,P.O. BOX 14189,SANTA ROSA,CA,95402,,7,11/7/91,,11/7/91,11/7/91,2011-10-14 16:38:47 EDT
111839262,950615,,"COAST WOOD PRESERVING, INC.",3150 TAYLOR DRIVE,UKIAH,CA,95482,A,0,N,S,2491,0,B,B,,B,X,,,,,,,P.O. BOX 673,UKIAH,CA,95482,,9,11/12/91,,11/20/91,11/20/91,2011-10-14 16:38:47 EDT
111839270,950615,,COUNTY OF MENDOCINO DEPT. OF PUBLIC WORKS,LAUGHLIN WAY,REDWOOD VALLEY,CA,95470,B,0,N,S,1611,0,B,B,,B,X,,,,,,,340 LAKE MENDOCINO DRIVE,UKIAH,CA,95482,,100,11/13/91,,11/21/91,11/21/91,2011-10-14 16:38:47 EDT
111839288,950615,,ALL COAST FOREST PRODUCTS,RAILROAD AVE.,CLOVERDALE,CA,95425,A,0,N,S,2421,0,B,B,,B,X,,,,,,,,,,0,,53,11/18/91,,11/22/91,12/30/91,2011-10-14 16:38:47 EDT
111839296,950615,,NORGARD FARMS,2070 EAST SIDE ROAD,UKIAH,CA,95482,A,0,N,S,175,0,F,B,,B,X,,,,,,,,,,0,,2,11/19/91,,11/19/91,11/19/91,2011-10-14 16:38:47 EDT
111839304,950615,,BECK FIRE APPARATUS,1285 SO. CLOVERDALE BLVD.,CLOVERDALE,CA,95425,A,0,N,H,3711,0,B,B,,B,,,,X,,,,P.O. BOX 897,CLOVERDALE,CA,95425,,69,11/21/91,,12/12/91,12/12/91,2011-10-14 16:38:47 EDT
111839312,950615,,DAVEY TREE,33100 MILL CREEK DR.,FORT BRAGG,CA,95437,A,0,N,S,783,0,A,A,,A,X,,,,,,,P.O. BOX 351,LIVERMORE,CA,94551,,4,11/22/91,,12/16/91,9/8/92,2011-10-14 16:38:47 EDT
111839320,950615,,DANIEL STEEL & MACHINE WORKS,SOUTH HARBOR DRIVE,FORT BRAGG,CA,95437,A,0,N,S,3731,0,B,A,,B,X,,,,,,,P.O. BOX 143,UKIAH,CA,95482,,4,11/22/91,,12/3/91,12/3/91,2011-10-14 16:38:47 EDT
111839338,950615,,PETALUMA RIVER BOAT CO.,SOUTH HARBOR DRIVE,FORT BRAGG,CA,95437,A,0,N,S,3731,0,H,A,,B,X,,,,,,,P.O. BOX 972,ELDRIDGE,CA,95431,,1,12/4/91,,12/11/91,1/13/92,2011-10-14 16:38:47 EDT
111839346,950615,,BASSETT CONSTRUCTION INC.,1610 S. STATE STREET,UKIAH,CA,95482,A,0,N,S,1799,0,H,D,C,,,X,,,,,,7730 GREENRIDGE WAY,FAIR OAKS,CA,95628,,,12/9/91,,12/9/91,12/9/91,2011-10-14 16:38:47 EDT
